pdf	median
0.0000301293	135004068.571946
0.0000301195	135070460.017067
0.0000301097	135136873.006495
0.0000300999	135203307.544763
0.0000300902	135269763.636405
0.0000300804	135336241.285954
0.0000300707	135402740.497948
0.0000300609	135469261.276922
0.0000300512	135535803.627414
0.0000300414	135602367.553962
0.0000300317	135668953.061107
0.0000300220	135735560.153390
0.0000300122	135802188.835351
0.0000300025	135868839.111534
0.0000299928	135935510.986483
0.0000299831	136002204.464741
0.0000299734	136068919.550857
0.0000299637	136135656.249375
0.0000299540	136202414.564844
0.0000299443	136269194.501813
0.0000299346	136335996.064831
0.0000299249	136402819.258451
0.0000299152	136469664.087223
0.0000299055	136536530.555701
0.0000298958	136603418.668438
0.0000298862	136670328.429990
0.0000298765	136737259.844913
0.0000298668	136804212.917763
0.0000298572	136871187.653100
0.0000298475	136938184.055482
0.0000298379	137005202.129469
0.0000298282	137072241.879622
0.0000298186	137139303.310504
0.0000298089	137206386.426677
0.0000297993	137273491.232707
0.0000297897	137340617.733159
0.0000297801	137407765.932598
0.0000297704	137474935.835592
0.0000297608	137542127.446710
0.0000297512	137609340.770520
0.0000297416	137676575.811594
0.0000297320	137743832.574502
0.0000297224	137811111.063817
0.0000297128	137878411.284113
0.0000297032	137945733.239964
0.0000296936	138013076.935945
0.0000296840	138080442.376634
0.0000296744	138147829.566608
0.0000296649	138215238.510446
0.0000296553	138282669.212726
0.0000296457	138350121.678031
0.0000296362	138417595.910941
0.0000296266	138485091.916040
0.0000296170	138552609.697910
0.0000296075	138620149.261137
0.0000295980	138687710.610308
0.0000295884	138755293.750008
0.0000295789	138822898.684826
0.0000295693	138890525.419350
0.0000295598	138958173.958171
0.0000295503	139025844.305879
0.0000295408	139093536.467067
0.0000295312	139161250.446328
0.0000295217	139228986.248256
0.0000295122	139296743.877445
0.0000295027	139364523.338493
0.0000294932	139432324.635996
0.0000294837	139500147.774552
0.0000294742	139567992.758761
0.0000294647	139635859.593224
0.0000294552	139703748.282540
0.0000294458	139771658.831313
0.0000294363	139839591.244147
0.0000294268	139907545.525645
0.0000294173	139975521.680414
0.0000294079	140043519.713059
0.0000293984	140111539.628188
0.0000293890	140179581.430410
0.0000293795	140247645.124335
0.0000293701	140315730.714572
0.0000293606	140383838.205735
0.0000293512	140451967.602435
0.0000293417	140520118.909287
0.0000293323	140588292.130904
0.0000293229	140656487.271904
0.0000293135	140724704.336903
0.0000293040	140792943.330518
0.0000292946	140861204.257370
0.0000292852	140929487.122077
0.0000292758	140997791.929262
0.0000292664	141066118.683545
0.0000292570	141134467.389550
0.0000292476	141202838.051901
0.0000292382	141271230.675224
0.0000292288	141339645.264145
0.0000292195	141408081.823291
0.0000292101	141476540.357290
0.0000292007	141545020.870772
0.0000291913	141613523.368367
0.0000291820	141682047.854707
0.0000291726	141750594.334424
0.0000291632	141819162.812151
0.0000291539	141887753.292524
0.0000291445	141956365.780177
0.0000291352	142025000.279748
0.0000291258	142093656.795875
0.0000291165	142162335.333196
0.0000291072	142231035.896351
0.0000290978	142299758.489980
0.0000290885	142368503.118726
0.0000290792	142437269.787231
0.0000290699	142506058.500141
0.0000290606	142574869.262098
0.0000290513	142643702.077751
0.0000290419	142712556.951745
0.0000290326	142781433.888729
0.0000290233	142850332.893352
0.0000290141	142919253.970265
0.0000290048	142988197.124118
0.0000289955	143057162.359565
0.0000289862	143126149.681258
0.0000289769	143195159.093853
0.0000289676	143264190.602004
0.0000289584	143333244.210368
0.0000289491	143402319.923602
0.0000289398	143471417.746366
0.0000289306	143540537.683319
0.0000289213	143609679.739121
0.0000289121	143678843.918436
0.0000289028	143748030.225924
0.0000288936	143817238.666250
0.0000288844	143886469.244081
0.0000288751	143955721.964080
0.0000288659	144024996.830916
0.0000288567	144094293.849256
0.0000288474	144163613.023769
0.0000288382	144232954.359127
0.0000288290	144302317.860000
0.0000288198	144371703.531060
0.0000288106	144441111.376981
0.0000288014	144510541.402437
0.0000287922	144579993.612103
0.0000287830	144649468.010657
0.0000287738	144718964.602775
0.0000287646	144788483.393137
0.0000287554	144858024.386422
0.0000287462	144927587.587310
0.0000287371	144997173.000484
0.0000287279	145066780.630627
0.0000287187	145136410.482422
0.0000287096	145206062.560555
0.0000287004	145275736.869710
0.0000286912	145345433.414576
0.0000286821	145415152.199841
0.0000286729	145484893.230192
0.0000286638	145554656.510323
0.0000286547	145624442.044922
0.0000286455	145694249.838683
0.0000286364	145764079.896299
0.0000286273	145833932.222465
0.0000286181	145903806.821876
0.0000286090	145973703.699229
0.0000285999	146043622.859221
0.0000285908	146113564.306551
0.0000285817	146183528.045918
0.0000285726	146253514.082024
0.0000285635	146323522.419571
0.0000285544	146393553.063261
0.0000285453	146463606.017799
0.0000285362	146533681.287889
0.0000285271	146603778.878238
0.0000285180	146673898.793553
0.0000285089	146744041.038542
0.0000284999	146814205.617914
0.0000284908	146884392.536380
0.0000284817	146954601.798651
0.0000284727	147024833.409440
0.0000284636	147095087.373461
0.0000284546	147165363.695427
0.0000284455	147235662.380055
0.0000284365	147305983.432062
0.0000284274	147376326.856165
0.0000284184	147446692.657082
0.0000284093	147517080.839536
0.0000284003	147587491.408245
0.0000283913	147657924.367932
0.0000283823	147728379.723321
0.0000283732	147798857.479135
0.0000283642	147869357.640100
0.0000283552	147939880.210942
0.0000283462	148010425.196389
0.0000283372	148080992.601169
0.0000283282	148151582.430011
0.0000283192	148222194.687647
0.0000283102	148292829.378807
0.0000283012	148363486.508225
0.0000282922	148434166.080634
0.0000282832	148504868.100770
0.0000282743	148575592.573368
0.0000282653	148646339.503166
0.0000282563	148717108.894900
0.0000282474	148787900.753311
0.0000282384	148858715.083139
0.0000282294	148929551.889125
0.0000282205	149000411.176011
0.0000282115	149071292.948541
0.0000282026	149142197.211459
0.0000281936	149213123.969511
0.0000281847	149284073.227444
0.0000281758	149355044.990006
0.0000281668	149426039.261944
0.0000281579	149497056.048010
0.0000281490	149568095.352953
0.0000281400	149639157.181526
0.0000281311	149710241.538483
0.0000281222	149781348.428576
0.0000281133	149852477.856562
0.0000281044	149923629.827197
0.0000280955	149994804.345237
0.0000280866	150066001.415442
0.0000280777	150137221.042572
0.0000280688	150208463.231385
0.0000280599	150279727.986645
0.0000280510	150351015.313115
0.0000280422	150422325.215557
0.0000280333	150493657.698737
0.0000280244	150565012.767422
0.0000280155	150636390.426376
0.0000280067	150707790.680370
0.0000279978	150779213.534171
0.0000279890	150850658.992551
0.0000279801	150922127.060281
0.0000279712	150993617.742133
0.0000279624	151065131.042882
0.0000279536	151136666.967300
0.0000279447	151208225.520165
0.0000279359	151279806.706252
0.0000279271	151351410.530340
0.0000279182	151423036.997208
0.0000279094	151494686.111635
0.0000279006	151566357.878403
0.0000278918	151638052.302294
0.0000278830	151709769.388091
0.0000278741	151781509.140578
0.0000278653	151853271.564540
0.0000278565	151925056.664765
0.0000278477	151996864.446041
0.0000278389	152068694.913154
0.0000278302	152140548.070896
0.0000278214	152212423.924056
0.0000278126	152284322.477427
0.0000278038	152356243.735803
0.0000277950	152428187.703976
0.0000277863	152500154.386742
0.0000277775	152572143.788896
0.0000277687	152644155.915238
0.0000277600	152716190.770564
0.0000277512	152788248.359675
0.0000277424	152860328.687371
0.0000277337	152932431.758454
0.0000277249	153004557.577726
0.0000277162	153076706.149991
0.0000277075	153148877.480054
0.0000276987	153221071.572721
0.0000276900	153293288.432799
0.0000276813	153365528.065097
0.0000276725	153437790.474424
0.0000276638	153510075.665588
0.0000276551	153582383.643404
0.0000276464	153654714.412682
0.0000276377	153727067.978238
0.0000276290	153799444.344884
0.0000276203	153871843.517437
0.0000276116	153944265.500713
0.0000276029	154016710.299531
0.0000275942	154089177.918710
0.0000275855	154161668.363070
0.0000275768	154234181.637432
0.0000275681	154306717.746618
0.0000275595	154379276.695452
0.0000275508	154451858.488759
0.0000275421	154524463.131363
0.0000275334	154597090.628092
0.0000275248	154669740.983774
0.0000275161	154742414.203237
0.0000275075	154815110.291311
0.0000274988	154887829.252827
0.0000274902	154960571.092617
0.0000274815	155033335.815516
0.0000274729	155106123.426356
0.0000274642	155178933.929974
0.0000274556	155251767.331205
0.0000274470	155324623.634888
0.0000274384	155397502.845862
0.0000274297	155470404.968965
0.0000274211	155543330.009039
0.0000274125	155616277.970926
0.0000274039	155689248.859469
0.0000273953	155762242.679513
0.0000273867	155835259.435902
0.0000273781	155908299.133483
0.0000273695	155981361.777104
0.0000273609	156054447.371611
0.0000273523	156127555.921857
0.0000273437	156200687.432691
0.0000273351	156273841.908965
0.0000273265	156347019.355533
0.0000273180	156420219.777248
0.0000273094	156493443.178965
0.0000273008	156566689.565540
0.0000272923	156639958.941832
0.0000272837	156713251.312699
0.0000272751	156786566.682999
0.0000272666	156859905.057593
0.0000272580	156933266.441345
0.0000272495	157006650.839116
0.0000272409	157080058.255770
0.0000272324	157153488.696172
0.0000272239	157226942.165189
0.0000272153	157300418.667687
0.0000272068	157373918.208536
0.0000271983	157447440.792605
0.0000271897	157520986.424763
0.0000271812	157594555.109883
0.0000271727	157668146.852838
0.0000271642	157741761.658502
0.0000271557	157815399.531749
0.0000271472	157889060.477456
0.0000271387	157962744.500499
0.0000271302	158036451.605758
0.0000271217	158110181.798110
0.0000271132	158183935.082438
0.0000271047	158257711.463623
0.0000270962	158331510.946547
0.0000270877	158405333.536094
0.0000270793	158479179.237150
0.0000270708	158553048.054599
0.0000270623	158626939.993330
0.0000270539	158700855.058231
0.0000270454	158774793.254190
0.0000270369	158848754.586099
0.0000270285	158922739.058848
0.0000270200	158996746.677332
0.0000270116	159070777.446443
0.0000270031	159144831.371076
0.0000269947	159218908.456127
0.0000269862	159293008.706494
0.0000269778	159367132.127075
0.0000269694	159441278.722769
0.0000269609	159515448.498477
0.0000269525	159589641.459100
0.0000269441	159663857.609541
0.0000269357	159738096.954703
0.0000269273	159812359.499492
0.0000269189	159886645.248813
0.0000269105	159960954.207574
0.0000269020	160035286.380682
0.0000268936	160109641.773048
0.0000268853	160184020.389582
0.0000268769	160258422.235194
0.0000268685	160332847.314799
0.0000268601	160407295.633308
0.0000268517	160481767.195640
0.0000268433	160556262.006708
0.0000268349	160630780.071429
0.0000268266	160705321.394723
0.0000268182	160779885.981509
0.0000268098	160854473.836706
0.0000268015	160929084.965237
0.0000267931	161003719.372024
0.0000267848	161078377.061991
0.0000267764	161153058.040063
0.0000267681	161227762.311166
0.0000267597	161302489.880228
0.0000267514	161377240.752176
0.0000267430	161452014.931941
0.0000267347	161526812.424452
0.0000267264	161601633.234642
0.0000267180	161676477.367443
0.0000267097	161751344.827788
0.0000267014	161826235.620614
0.0000266931	161901149.750856
0.0000266848	161976087.223451
0.0000266765	162051048.043338
0.0000266681	162126032.215456
0.0000266598	162201039.744746
0.0000266515	162276070.636150
0.0000266432	162351124.894610
0.0000266349	162426202.525071
0.0000266267	162501303.532477
0.0000266184	162576427.921776
0.0000266101	162651575.697913
0.0000266018	162726746.865838
0.0000265935	162801941.430500
0.0000265853	162877159.396851
0.0000265770	162952400.769841
0.0000265687	163027665.554424
0.0000265605	163102953.755554
0.0000265522	163178265.378186
0.0000265439	163253600.427276
0.0000265357	163328958.907783
0.0000265274	163404340.824663
0.0000265192	163479746.182878
0.0000265109	163555174.987388
0.0000265027	163630627.243155
0.0000264945	163706102.955143
0.0000264862	163781602.128314
0.0000264780	163857124.767635
0.0000264698	163932670.878073
0.0000264616	164008240.464594
0.0000264533	164083833.532168
0.0000264451	164159450.085764
0.0000264369	164235090.130354
0.0000264287	164310753.670909
0.0000264205	164386440.712403
0.0000264123	164462151.259810
0.0000264041	164537885.318105
0.0000263959	164613642.892265
0.0000263877	164689423.987269
0.0000263795	164765228.608095
0.0000263713	164841056.759723
0.0000263632	164916908.447133
0.0000263550	164992783.675309
0.0000263468	165068682.449234
0.0000263386	165144604.773892
0.0000263305	165220550.654270
0.0000263223	165296520.095353
0.0000263141	165372513.102130
0.0000263060	165448529.679589
0.0000262978	165524569.832723
0.0000262897	165600633.566521
0.0000262815	165676720.885975
0.0000262734	165752831.796080
0.0000262652	165828966.301831
0.0000262571	165905124.408222
0.0000262490	165981306.120253
0.0000262408	166057511.442919
0.0000262327	166133740.381221
0.0000262246	166209992.940159
0.0000262164	166286269.124735
0.0000262083	166362568.939952
0.0000262002	166438892.390813
0.0000261921	166515239.482324
0.0000261840	166591610.219489
0.0000261759	166668004.607317
0.0000261678	166744422.650817
0.0000261597	166820864.354997
0.0000261516	166897329.724868
0.0000261435	166973818.765442
0.0000261354	167050331.481732
0.0000261273	167126867.878752
0.0000261192	167203427.961518
0.0000261112	167280011.735045
0.0000261031	167356619.204352
0.0000260950	167433250.374456
0.0000260869	167509905.250378
0.0000260789	167586583.837139
0.0000260708	167663286.139760
0.0000260627	167740012.163265
0.0000260547	167816761.912679
0.0000260466	167893535.393026
0.0000260386	167970332.609334
0.0000260305	168047153.566629
0.0000260225	168123998.269942
0.0000260145	168200866.724303
0.0000260064	168277758.934742
0.0000259984	168354674.906291
0.0000259904	168431614.643985
0.0000259823	168508578.152857
0.0000259743	168585565.437945
0.0000259663	168662576.504284
0.0000259583	168739611.356913
0.0000259503	168816670.000871
0.0000259422	168893752.441198
0.0000259342	168970858.682936
0.0000259262	169047988.731128
0.0000259182	169125142.590818
0.0000259102	169202320.267049
0.0000259022	169279521.764870
0.0000258942	169356747.089326
0.0000258863	169433996.245466
0.0000258783	169511269.238340
0.0000258703	169588566.072998
0.0000258623	169665886.754493
0.0000258543	169743231.287877
0.0000258464	169820599.678205
0.0000258384	169897991.930532
0.0000258304	169975408.049914
0.0000258225	170052848.041409
0.0000258145	170130311.910076
0.0000258066	170207799.660974
0.0000257986	170285311.299166
0.0000257907	170362846.829712
0.0000257827	170440406.257676
0.0000257748	170517989.588123
0.0000257668	170595596.826119
0.0000257589	170673227.976730
0.0000257510	170750883.045024
0.0000257430	170828562.036071
0.0000257351	170906264.954941
0.0000257272	170983991.806704
0.0000257193	171061742.596435
0.0000257113	171139517.329205
0.0000257034	171217316.010092
0.0000256955	171295138.644170
0.0000256876	171372985.236517
0.0000256797	171450855.792211
0.0000256718	171528750.316332
0.0000256639	171606668.813960
0.0000256560	171684611.290178
0.0000256481	171762577.750067
0.0000256402	171840568.198714
0.0000256323	171918582.641202
0.0000256245	171996621.082618
0.0000256166	172074683.528050
0.0000256087	172152769.982587
0.0000256008	172230880.451318
0.0000255930	172309014.939336
0.0000255851	172387173.451731
0.0000255772	172465355.993598
0.0000255694	172543562.570031
0.0000255615	172621793.186126
0.0000255537	172700047.846980
0.0000255458	172778326.557690
0.0000255380	172856629.323357
0.0000255301	172934956.149080
0.0000255223	173013307.039962
0.0000255144	173091682.001105
0.0000255066	173170081.037612
0.0000254988	173248504.154588
0.0000254909	173326951.357142
0.0000254831	173405422.650378
0.0000254753	173483918.039406
0.0000254675	173562437.529336
0.0000254597	173640981.125279
0.0000254518	173719548.832347
0.0000254440	173798140.655652
0.0000254362	173876756.600309
0.0000254284	173955396.671434
0.0000254206	174034060.874144
0.0000254128	174112749.213555
0.0000254050	174191461.694788
0.0000253972	174270198.322964
0.0000253895	174348959.103201
0.0000253817	174427744.040625
0.0000253739	174506553.140357
0.0000253661	174585386.407524
0.0000253583	174664243.847251
0.0000253506	174743125.464666
0.0000253428	174822031.264896
0.0000253350	174900961.253072
0.0000253273	174979915.434323
0.0000253195	175058893.813782
0.0000253118	175137896.396583
0.0000253040	175216923.187858
0.0000252962	175295974.192745
0.0000252885	175375049.416379
0.0000252808	175454148.863898
0.0000252730	175533272.540441
0.0000252653	175612420.451148
0.0000252575	175691592.601160
0.0000252498	175770788.995619
0.0000252421	175850009.639670
0.0000252344	175929254.538458
0.0000252266	176008523.697127
0.0000252189	176087817.120826
0.0000252112	176167134.814702
0.0000252035	176246476.783906
0.0000251958	176325843.033587
0.0000251881	176405233.568898
0.0000251804	176484648.394991
0.0000251727	176564087.517021
0.0000251650	176643550.940144
0.0000251573	176723038.669515
0.0000251496	176802550.710293
0.0000251419	176882087.067635
0.0000251342	176961647.746704
0.0000251265	177041232.752659
0.0000251188	177120842.090663
0.0000251112	177200475.765879
0.0000251035	177280133.783473
0.0000250958	177359816.148610
0.0000250882	177439522.866458
0.0000250805	177519253.942185
0.0000250728	177599009.380959
0.0000250652	177678789.187953
0.0000250575	177758593.368339
0.0000250499	177838421.927288
0.0000250422	177918274.869976
0.0000250346	177998152.201576
0.0000250269	178078053.927267
0.0000250193	178157980.052227
0.0000250117	178237930.581633
0.0000250040	178317905.520666
0.0000249964	178397904.874508
0.0000249888	178477928.648341
0.0000249811	178557976.847348
0.0000249735	178638049.476716
0.0000249659	178718146.541628
0.0000249583	178798268.047273
0.0000249507	178878413.998839
0.0000249431	178958584.401516
0.0000249355	179038779.260495
0.0000249278	179118998.580967
0.0000249202	179199242.368126
0.0000249127	179279510.627166
0.0000249051	179359803.363284
0.0000248975	179440120.581674
0.0000248899	179520462.287535
0.0000248823	179600828.486067
0.0000248747	179681219.182470
0.0000248671	179761634.381946
0.0000248596	179842074.089696
0.0000248520	179922538.310924
0.0000248444	180003027.050836
0.0000248368	180083540.314639
0.0000248293	180164078.107539
0.0000248217	180244640.434745
0.0000248142	180325227.301467
0.0000248066	180405838.712916
0.0000247991	180486474.674305
0.0000247915	180567135.190845
0.0000247840	180647820.267753
0.0000247764	180728529.910242
0.0000247689	180809264.123532
0.0000247613	180890022.912840
0.0000247538	180970806.283385
0.0000247463	181051614.240388
0.0000247387	181132446.789070
0.0000247312	181213303.934655
0.0000247237	181294185.682366
0.0000247162	181375092.037429
0.0000247087	181456023.005071
0.0000247011	181536978.590519
0.0000246936	181617958.799001
0.0000246861	181698963.635749
0.0000246786	181779993.105993
0.0000246711	181861047.214966
0.0000246636	181942125.967902
0.0000246561	182023229.370036
0.0000246486	182104357.426602
0.0000246411	182185510.142839
0.0000246337	182266687.523985
0.0000246262	182347889.575281
0.0000246187	182429116.301966
0.0000246112	182510367.709283
0.0000246037	182591643.802475
0.0000245963	182672944.586787
0.0000245888	182754270.067464
0.0000245813	182835620.249753
0.0000245739	182916995.138904
0.0000245664	182998394.740163
0.0000245590	183079819.058781
0.0000245515	183161268.100012
0.0000245441	183242741.869107
0.0000245366	183324240.371321
0.0000245292	183405763.611909
0.0000245217	183487311.596127
0.0000245143	183568884.329233
0.0000245068	183650481.816486
0.0000244994	183732104.063146
0.0000244920	183813751.074474
0.0000244845	183895422.855733
0.0000244771	183977119.412186
0.0000244697	184058840.749099
0.0000244623	184140586.871737
0.0000244549	184222357.785369
0.0000244475	184304153.495262
0.0000244400	184385974.006686
0.0000244326	184467819.324911
0.0000244252	184549689.455211
0.0000244178	184631584.402859
0.0000244104	184713504.173128
0.0000244030	184795448.771296
0.0000243956	184877418.202638
0.0000243883	184959412.472434
0.0000243809	185041431.585962
0.0000243735	185123475.548503
0.0000243661	185205544.365339
0.0000243587	185287638.041753
0.0000243513	185369756.583029
0.0000243440	185451899.994452
0.0000243366	185534068.281310
0.0000243292	185616261.448890
0.0000243219	185698479.502481
0.0000243145	185780722.447373
0.0000243072	185862990.288858
0.0000242998	185945283.032229
0.0000242925	186027600.682780
0.0000242851	186109943.245805
0.0000242778	186192310.726601
0.0000242704	186274703.130466
0.0000242631	186357120.462698
0.0000242557	186439562.728597
0.0000242484	186522029.933465
0.0000242411	186604522.082605
0.0000242337	186687039.181319
0.0000242264	186769581.234912
0.0000242191	186852148.248691
0.0000242118	186934740.227963
0.0000242044	187017357.178036
0.0000241971	187099999.104220
0.0000241898	187182666.011826
0.0000241825	187265357.906166
0.0000241752	187348074.792554
0.0000241679	187430816.676305
0.0000241606	187513583.562733
0.0000241533	187596375.457156
0.0000241460	187679192.364892
0.0000241387	187762034.291261
0.0000241314	187844901.241583
0.0000241241	187927793.221181
0.0000241169	188010710.235377
0.0000241096	188093652.289494
0.0000241023	188176619.388861
0.0000240950	188259611.538803
0.0000240878	188342628.744648
0.0000240805	188425671.011725
0.0000240732	188508738.345364
0.0000240660	188591830.750898
0.0000240587	188674948.233659
0.0000240514	188758090.798982
0.0000240442	188841258.452201
0.0000240369	188924451.198653
0.0000240297	189007669.043677
0.0000240224	189090911.992611
0.0000240152	189174180.050795
0.0000240080	189257473.223571
0.0000240007	189340791.516281
0.0000239935	189424134.934270
0.0000239862	189507503.482883
0.0000239790	189590897.167465
0.0000239718	189674315.993365
0.0000239646	189757759.965931
0.0000239573	189841229.090514
0.0000239501	189924723.372463
0.0000239429	190008242.817133
0.0000239357	190091787.429876
0.0000239285	190175357.216049
0.0000239213	190258952.181006
0.0000239141	190342572.330107
0.0000239069	190426217.668708
0.0000238997	190509888.202170
0.0000238925	190593583.935854
0.0000238853	190677304.875123
0.0000238781	190761051.025339
0.0000238709	190844822.391868
0.0000238637	190928618.980076
0.0000238565	191012440.795330
0.0000238494	191096287.842998
0.0000238422	191180160.128452
0.0000238350	191264057.657060
0.0000238278	191347980.434195
0.0000238207	191431928.465232
0.0000238135	191515901.755544
0.0000238064	191599900.310509
0.0000237992	191683924.135501
0.0000237920	191767973.235900
0.0000237849	191852047.617086
0.0000237777	191936147.284438
0.0000237706	192020272.243341
0.0000237634	192104422.499176
0.0000237563	192188598.057328
0.0000237492	192272798.923183
0.0000237420	192357025.102129
0.0000237349	192441276.599552
0.0000237278	192525553.420844
0.0000237206	192609855.571394
0.0000237135	192694183.056594
0.0000237064	192778535.881838
0.0000236993	192862914.052521
0.0000236921	192947317.574038
0.0000236850	193031746.451785
0.0000236779	193116200.691161
0.0000236708	193200680.297566
0.0000236637	193285185.276399
0.0000236566	193369715.633063
0.0000236495	193454271.372961
0.0000236424	193538852.501498
0.0000236353	193623459.024078
0.0000236282	193708090.946109
0.0000236211	193792748.273000
0.0000236140	193877431.010158
0.0000236069	193962139.162996
0.0000235999	194046872.736924
0.0000235928	194131631.737357
0.0000235857	194216416.169707
0.0000235786	194301226.039391
0.0000235716	194386061.351824
0.0000235645	194470922.112428
0.0000235574	194555808.326618
0.0000235504	194640719.999817
0.0000235433	194725657.137446
0.0000235362	194810619.744929
0.0000235292	194895607.827689
0.0000235221	194980621.391152
0.0000235151	195065660.440744
0.0000235080	195150724.981894
0.0000235010	195235815.020031
0.0000234940	195320930.560586
0.0000234869	195406071.608991
0.0000234799	195491238.170678
0.0000234728	195576430.251081
0.0000234658	195661647.855637
0.0000234588	195746890.989781
0.0000234518	195832159.658952
0.0000234447	195917453.868589
0.0000234377	196002773.624133
0.0000234307	196088118.931026
0.0000234237	196173489.794709
0.0000234167	196258886.220630
0.0000234097	196344308.214231
0.0000234027	196429755.780960
0.0000233957	196515228.926265
0.0000233887	196600727.655597
0.0000233817	196686251.974404
0.0000233747	196771801.888138
0.0000233677	196857377.402253
0.0000233607	196942978.522203
0.0000233537	197028605.253444
0.0000233467	197114257.601433
0.0000233397	197199935.571628
0.0000233328	197285639.169487
0.0000233258	197371368.400472
0.0000233188	197457123.270045
0.0000233118	197542903.783667
0.0000233049	197628709.946805
0.0000232979	197714541.764923
0.0000232909	197800399.243489
0.0000232840	197886282.387969
0.0000232770	197972191.203834
0.0000232701	198058125.696555
0.0000232631	198144085.871604
0.0000232562	198230071.734453
0.0000232492	198316083.290577
0.0000232423	198402120.545452
0.0000232353	198488183.504554
0.0000232284	198574272.173361
0.0000232215	198660386.557355
0.0000232145	198746526.662014
0.0000232076	198832692.492821
0.0000232007	198918884.055260
0.0000231937	199005101.354815
0.0000231868	199091344.396971
0.0000231799	199177613.187216
0.0000231730	199263907.731038
0.0000231661	199350228.033927
0.0000231592	199436574.101373
0.0000231522	199522945.938868
0.0000231453	199609343.551906
0.0000231384	199695766.945982
0.0000231315	199782216.126591
0.0000231246	199868691.099230
0.0000231177	199955191.869399
0.0000231108	200041718.442597
0.0000231039	200128270.824325
0.0000230971	200214849.020084
0.0000230902	200301453.035378
0.0000230833	200388082.875714
0.0000230764	200474738.546596
0.0000230695	200561420.053531
0.0000230627	200648127.402027
0.0000230558	200734860.597597
0.0000230489	200821619.645750
0.0000230420	200908404.551997
0.0000230352	200995215.321855
0.0000230283	201082051.960836
0.0000230215	201168914.474457
0.0000230146	201255802.868237
0.0000230078	201342717.147692
0.0000230009	201429657.318345
0.0000229941	201516623.385715
0.0000229872	201603615.355326
0.0000229804	201690633.232701
0.0000229735	201777677.023366
0.0000229667	201864746.732846
0.0000229598	201951842.366670
0.0000229530	202038963.930366
0.0000229462	202126111.429465
0.0000229394	202213284.869498
0.0000229325	202300484.255998
0.0000229257	202387709.594498
0.0000229189	202474960.890535
0.0000229121	202562238.149645
0.0000229053	202649541.377365
0.0000228984	202736870.579234
0.0000228916	202824225.760795
0.0000228848	202911606.927587
0.0000228780	202999014.085153
0.0000228712	203086447.239039
0.0000228644	203173906.394790
0.0000228576	203261391.557953
0.0000228508	203348902.734075
0.0000228440	203436439.928706
0.0000228372	203524003.147397
0.0000228305	203611592.395700
0.0000228237	203699207.679167
0.0000228169	203786849.003354
0.0000228101	203874516.373816
0.0000228033	203962209.796110
0.0000227966	204049929.275795
0.0000227898	204137674.818430
0.0000227830	204225446.429576
0.0000227763	204313244.114796
0.0000227695	204401067.879652
0.0000227627	204488917.729710
0.0000227560	204576793.670535
0.0000227492	204664695.707696
0.0000227425	204752623.846759
0.0000227357	204840578.093296
0.0000227290	204928558.452877
0.0000227222	205016564.931075
0.0000227155	205104597.533465
0.0000227087	205192656.265620
0.0000227020	205280741.133118
0.0000226953	205368852.141536
0.0000226885	205456989.296452
0.0000226818	205545152.603447
0.0000226751	205633342.068103
0.0000226684	205721557.696003
0.0000226616	205809799.492729
0.0000226549	205898067.463868
0.0000226482	205986361.615006
0.0000226415	206074681.951732
0.0000226348	206163028.479634
0.0000226281	206251401.204303
0.0000226214	206339800.131331
0.0000226147	206428225.266311
0.0000226079	206516676.614838
0.0000226013	206605154.182506
0.0000225946	206693657.974914
0.0000225879	206782187.997660
0.0000225812	206870744.256342
0.0000225745	206959326.756561
0.0000225678	207047935.503920
0.0000225611	207136570.504024
0.0000225544	207225231.762474
0.0000225477	207313919.284880
0.0000225411	207402633.076847
0.0000225344	207491373.143983
0.0000225277	207580139.491900
0.0000225211	207668932.126208
0.0000225144	207757751.052521
0.0000225077	207846596.276451
0.0000225011	207935467.803613
0.0000224944	208024365.639624
0.0000224878	208113289.790102
0.0000224811	208202240.260666
0.0000224744	208291217.056937
0.0000224678	208380220.184536
0.0000224612	208469249.649085
0.0000224545	208558305.456209
0.0000224479	208647387.611534
0.0000224412	208736496.120686
0.0000224346	208825630.989293
0.0000224280	208914792.222985
0.0000224213	209003979.827392
0.0000224147	209093193.808147
0.0000224081	209182434.170883
0.0000224014	209271700.921235
0.0000223948	209360994.064837
0.0000223882	209450313.607329
0.0000223816	209539659.554348
0.0000223750	209629031.911534
0.0000223684	209718430.684527
0.0000223618	209807855.878972
0.0000223552	209897307.500510
0.0000223485	209986785.554789
0.0000223419	210076290.047453
0.0000223353	210165820.984150
0.0000223288	210255378.370530
0.0000223222	210344962.212242
0.0000223156	210434572.514939
0.0000223090	210524209.284273
0.0000223024	210613872.525898
0.0000222958	210703562.245471
0.0000222892	210793278.448647
0.0000222826	210883021.141086
0.0000222761	210972790.328446
0.0000222695	211062586.016388
0.0000222629	211152408.210575
0.0000222564	211242256.916668
0.0000222498	211332132.140334
0.0000222432	211422033.887238
0.0000222367	211511962.163048
0.0000222301	211601916.973431
0.0000222236	211691898.324060
0.0000222170	211781906.220603
0.0000222104	211871940.668735
0.0000222039	211962001.674128
0.0000221973	212052089.242459
0.0000221908	212142203.379403
0.0000221843	212232344.090638
0.0000221777	212322511.381844
0.0000221712	212412705.258701
0.0000221647	212502925.726890
0.0000221581	212593172.792095
0.0000221516	212683446.460000
0.0000221451	212773746.736290
