pdf	median
0.0002772129	824926.409567
0.0002760111	832156.811061
0.0002748198	839418.624137
0.0002736387	846711.848255
0.0002724678	854036.482882
0.0002713068	861392.527493
0.0002701558	868779.981571
0.0002690144	876198.844606
0.0002678827	883649.116098
0.0002667605	891130.795550
0.0002656477	898643.882478
0.0002645441	906188.376401
0.0002634497	913764.276848
0.0002623643	921371.583353
0.0002612879	929010.295460
0.0002602202	936680.412716
0.0002591613	944381.934680
0.0002581109	952114.860914
0.0002570691	959879.190988
0.0002560356	967674.924479
0.0002550104	975502.060971
0.0002539934	983360.600054
0.0002529845	991250.541325
0.0002519836	999171.884387
0.0002509906	1007124.628850
0.0002500055	1015108.774330
0.0002490280	1023124.320448
0.0002480581	1031171.266834
0.0002470958	1039249.613122
0.0002461410	1047359.358952
0.0002451935	1055500.503972
0.0002442532	1063673.047834
0.0002433202	1071876.990196
0.0002423943	1080112.330723
0.0002414754	1088379.069085
0.0002405635	1096677.204958
0.0002396584	1105006.738023
0.0002387601	1113367.667967
0.0002378686	1121759.994483
0.0002369836	1130183.717269
0.0002361053	1138638.836028
0.0002352334	1147125.350468
0.0002343680	1155643.260305
0.0002335089	1164192.565258
0.0002326561	1172773.265050
0.0002318095	1181385.359413
0.0002309691	1190028.848080
0.0002301347	1198703.730791
0.0002293064	1207410.007291
0.0002284840	1216147.677331
0.0002276675	1224916.740664
0.0002268568	1233717.197051
0.0002260519	1242549.046255
0.0002252526	1251412.288046
0.0002244590	1260306.922198
0.0002236710	1269232.948489
0.0002228885	1278190.366701
0.0002221115	1287179.176624
0.0002213398	1296199.378048
0.0002205736	1305250.970771
0.0002198126	1314333.954593
0.0002190568	1323448.329321
0.0002183062	1332594.094763
0.0002175608	1341771.250735
0.0002168204	1350979.797055
0.0002160851	1360219.733544
0.0002153547	1369491.060031
0.0002146293	1378793.776346
0.0002139087	1388127.882324
0.0002131930	1397493.377804
0.0002124820	1406890.262630
0.0002117758	1416318.536649
0.0002110742	1425778.199712
0.0002103773	1435269.251675
0.0002096850	1444791.692395
0.0002089972	1454345.521737
0.0002083139	1463930.739566
0.0002076351	1473547.345753
0.0002069607	1483195.340173
0.0002062906	1492874.722703
0.0002056249	1502585.493225
0.0002049635	1512327.651624
0.0002043063	1522101.197789
0.0002036533	1531906.131612
0.0002030045	1541742.452990
0.0002023598	1551610.161821
0.0002017192	1561509.258009
0.0002010826	1571439.741460
0.0002004501	1581401.612085
0.0001998215	1591394.869795
0.0001991968	1601419.514508
0.0001985760	1611475.546144
0.0001979591	1621562.964626
0.0001973460	1631681.769880
0.0001967367	1641831.961837
0.0001961312	1652013.540428
0.0001955294	1662226.505591
0.0001949312	1672470.857264
0.0001943367	1682746.595390
0.0001937458	1693053.719914
0.0001931586	1703392.230785
0.0001925748	1713762.127954
0.0001919946	1724163.411377
0.0001914178	1734596.081011
0.0001908446	1745060.136816
0.0001902747	1755555.578756
0.0001897082	1766082.406798
0.0001891451	1776640.620910
0.0001885853	1787230.221066
0.0001880289	1797851.207239
0.0001874757	1808503.579409
0.0001869257	1819187.337556
0.0001863790	1829902.481662
0.0001858355	1840649.011715
0.0001852951	1851426.927704
0.0001847579	1862236.229619
0.0001842237	1873076.917456
0.0001836927	1883948.991211
0.0001831646	1894852.450884
0.0001826397	1905787.296478
0.0001821177	1916753.527996
0.0001815987	1927751.145446
0.0001810826	1938780.148839
0.0001805695	1949840.538186
0.0001800593	1960932.313503
0.0001795519	1972055.474808
0.0001790474	1983210.022119
0.0001785457	1994395.955459
0.0001780469	2005613.274854
0.0001775508	2016861.980330
0.0001770574	2028142.071917
0.0001765668	2039453.549647
0.0001760789	2050796.413554
0.0001755937	2062170.663675
0.0001751112	2073576.300048
0.0001746313	2085013.322715
0.0001741540	2096481.731719
0.0001736793	2107981.527107
0.0001732072	2119512.708925
0.0001727377	2131075.277224
0.0001722707	2142669.232057
0.0001718062	2154294.573478
0.0001713443	2165951.301544
0.0001708848	2177639.416313
0.0001704277	2189358.917846
0.0001699731	2201109.806208
0.0001695209	2212892.081462
0.0001690711	2224705.743676
0.0001686237	2236550.792919
0.0001681786	2248427.229264
0.0001677359	2260335.052782
0.0001672955	2272274.263550
0.0001668575	2284244.861645
0.0001664217	2296246.847147
0.0001659881	2308280.220136
0.0001655569	2320344.980696
0.0001651278	2332441.128912
0.0001647010	2344568.664872
0.0001642764	2356727.588664
0.0001638539	2368917.900380
0.0001634337	2381139.600112
0.0001630155	2393392.687955
0.0001625996	2405677.164005
0.0001621857	2417993.028361
0.0001617739	2430340.281123
0.0001613642	2442718.922394
0.0001609566	2455128.952276
0.0001605510	2467570.370875
0.0001601475	2480043.178299
0.0001597460	2492547.374657
0.0001593465	2505082.960059
0.0001589490	2517649.934618
0.0001585534	2530248.298449
0.0001581598	2542878.051666
0.0001577682	2555539.194389
0.0001573785	2568231.726736
0.0001569907	2580955.648828
0.0001566049	2593710.960787
0.0001562209	2606497.662738
0.0001558388	2619315.754808
0.0001554586	2632165.237122
0.0001550802	2645046.109810
0.0001547036	2657958.373004
0.0001543289	2670902.026834
0.0001539560	2683877.071435
0.0001535848	2696883.506943
0.0001532155	2709921.333493
0.0001528479	2722990.551225
0.0001524821	2736091.160278
0.0001521180	2749223.160794
0.0001517557	2762386.552916
0.0001513951	2775581.336787
0.0001510362	2788807.512554
0.0001506790	2802065.080365
0.0001503235	2815354.040367
0.0001499696	2828674.392712
0.0001496174	2842026.137550
0.0001492669	2855409.275034
0.0001489179	2868823.805320
0.0001485707	2882269.728563
0.0001482250	2895747.044921
0.0001478809	2909255.754551
0.0001475385	2922795.857614
0.0001471976	2936367.354271
0.0001468582	2949970.244685
0.0001465205	2963604.529019
0.0001461843	2977270.207440
0.0001458496	2990967.280114
0.0001455164	3004695.747209
0.0001451848	3018455.608893
0.0001448547	3032246.865339
0.0001445260	3046069.516716
0.0001441989	3059923.563199
0.0001438732	3073809.004963
0.0001435490	3087725.842181
0.0001432263	3101674.075032
0.0001429050	3115653.703694
0.0001425851	3129664.728345
0.0001422667	3143707.149167
0.0001419496	3157780.966340
0.0001416340	3171886.180049
0.0001413198	3186022.790477
0.0001410070	3200190.797809
0.0001406955	3214390.202232
0.0001403855	3228621.003934
0.0001400768	3242883.203103
0.0001397694	3257176.799929
0.0001394634	3271501.794604
0.0001391587	3285858.187320
0.0001388553	3300245.978270
0.0001385533	3314665.167648
0.0001382526	3329115.755651
0.0001379532	3343597.742474
0.0001376550	3358111.128316
0.0001373582	3372655.913375
0.0001370626	3387232.097852
0.0001367683	3401839.681947
0.0001364752	3416478.665863
0.0001361834	3431149.049802
0.0001358929	3445850.833969
0.0001356036	3460584.018569
0.0001353155	3475348.603809
0.0001350286	3490144.589895
0.0001347430	3504971.977036
0.0001344585	3519830.765442
0.0001341752	3534720.955321
0.0001338932	3549642.546887
0.0001336123	3564595.540351
0.0001333326	3579579.935927
0.0001330540	3594595.733828
0.0001327766	3609642.934271
0.0001325004	3624721.537470
0.0001322253	3639831.543644
0.0001319514	3654972.953011
0.0001316785	3670145.765789
0.0001314068	3685349.982199
0.0001311363	3700585.602461
0.0001308668	3715852.626798
0.0001305984	3731151.055432
0.0001303312	3746480.888587
0.0001300650	3761842.126488
0.0001297999	3777234.769360
0.0001295359	3792658.817428
0.0001292729	3808114.270922
0.0001290110	3823601.130069
0.0001287502	3839119.395097
0.0001284904	3854669.066238
0.0001282317	3870250.143721
0.0001279740	3885862.627778
0.0001277173	3901506.518642
0.0001274617	3917181.816546
0.0001272071	3932888.521724
0.0001269534	3948626.634412
0.0001267008	3964396.154845
0.0001264492	3980197.083259
0.0001261986	3996029.419893
0.0001259490	4011893.164985
0.0001257004	4027788.318773
0.0001254528	4043714.881497
0.0001252061	4059672.853399
0.0001249604	4075662.234720
0.0001247156	4091683.025702
0.0001244718	4107735.226588
0.0001242290	4123818.837622
0.0001239871	4139933.859048
0.0001237461	4156080.291113
0.0001235061	4172258.134062
0.0001232669	4188467.388141
0.0001230288	4204708.053599
0.0001227915	4220980.130685
0.0001225551	4237283.619646
0.0001223197	4253618.520733
0.0001220851	4269984.834197
0.0001218515	4286382.560289
0.0001216187	4302811.699261
0.0001213869	4319272.251365
0.0001211559	4335764.216856
0.0001209257	4352287.595987
0.0001206965	4368842.389013
0.0001204681	4385428.596190
0.0001202406	4402046.217774
0.0001200139	4418695.254022
0.0001197881	4435375.705191
0.0001195631	4452087.571540
0.0001193390	4468830.853328
0.0001191157	4485605.550815
0.0001188933	4502411.664261
0.0001186716	4519249.193926
0.0001184508	4536118.140073
0.0001182308	4553018.502963
0.0001180117	4569950.282860
0.0001177933	4586913.480027
0.0001175757	4603908.094729
0.0001173590	4620934.127230
0.0001171430	4637991.577796
0.0001169278	4655080.446693
0.0001167134	4672200.734187
0.0001164998	4689352.440547
0.0001162870	4706535.566039
0.0001160750	4723750.110933
0.0001158637	4740996.075497
0.0001156532	4758273.460002
0.0001154434	4775582.264718
0.0001152344	4792922.489915
0.0001150262	4810294.135866
0.0001148187	4827697.202842
0.0001146119	4845131.691117
0.0001144059	4862597.600963
0.0001142007	4880094.932655
0.0001139961	4897623.686467
0.0001137923	4915183.862673
0.0001135892	4932775.461551
0.0001133869	4950398.483374
0.0001131852	4968052.928422
0.0001129843	4985738.796970
0.0001127841	5003456.089296
0.0001125846	5021204.805680
0.0001123858	5038984.946399
0.0001121877	5056796.511733
0.0001119903	5074639.501962
0.0001117936	5092513.917367
0.0001115975	5110419.758229
0.0001114022	5128357.024829
0.0001112075	5146325.717450
0.0001110135	5164325.836373
0.0001108202	5182357.381882
0.0001106276	5200420.354262
0.0001104356	5218514.753795
0.0001102443	5236640.580766
0.0001100536	5254797.835461
0.0001098636	5272986.518165
0.0001096743	5291206.629165
0.0001094856	5309458.168747
0.0001092975	5327741.137198
0.0001091101	5346055.534805
0.0001089234	5364401.361858
0.0001087372	5382778.618644
0.0001085517	5401187.305452
0.0001083669	5419627.422572
0.0001081826	5438098.970294
0.0001079990	5456601.948908
0.0001078160	5475136.358706
0.0001076337	5493702.199978
0.0001074519	5512299.473017
0.0001072707	5530928.178115
0.0001070902	5549588.315564
0.0001069103	5568279.885657
0.0001067309	5587002.888689
0.0001065522	5605757.324954
0.0001063741	5624543.194745
0.0001061965	5643360.498359
0.0001060195	5662209.236089
0.0001058432	5681089.408233
0.0001056674	5700001.015086
0.0001054922	5718944.056945
0.0001053176	5737918.534107
0.0001051435	5756924.446870
0.0001049700	5775961.795531
0.0001047971	5795030.580389
0.0001046248	5814130.801743
0.0001044530	5833262.459892
0.0001042818	5852425.555135
0.0001041111	5871620.087773
0.0001039410	5890846.058105
0.0001037715	5910103.466434
0.0001036025	5929392.313059
0.0001034340	5948712.598282
0.0001032661	5968064.322406
0.0001030988	5987447.485733
0.0001029319	6006862.088565
0.0001027657	6026308.131206
0.0001025999	6045785.613959
0.0001024347	6065294.537128
0.0001022700	6084834.901018
0.0001021058	6104406.705932
0.0001019422	6124009.952177
0.0001017791	6143644.640057
0.0001016165	6163310.769878
0.0001014544	6183008.341946
0.0001012929	6202737.356568
0.0001011318	6222497.814051
0.0001009713	6242289.714702
0.0001008112	6262113.058828
0.0001006517	6281967.846737
0.0001004927	6301854.078738
0.0001003342	6321771.755140
0.0001001761	6341720.876250
0.0001000186	6361701.442379
0.0000998616	6381713.453836
0.0000997050	6401756.910931
0.0000995490	6421831.813974
0.0000993934	6441938.163277
0.0000992383	6462075.959150
0.0000990837	6482245.201904
0.0000989296	6502445.891851
0.0000987759	6522678.029303
0.0000986227	6542941.614572
0.0000984700	6563236.647972
0.0000983178	6583563.129814
0.0000981660	6603921.060413
0.0000980147	6624310.440081
0.0000978639	6644731.269133
0.0000977135	6665183.547883
0.0000975636	6685667.276645
0.0000974142	6706182.455735
0.0000972652	6726729.085466
0.0000971166	6747307.166156
0.0000969685	6767916.698119
0.0000968209	6788557.681672
0.0000966737	6809230.117130
0.0000965269	6829934.004812
0.0000963806	6850669.345032
0.0000962348	6871436.138110
0.0000960893	6892234.384361
0.0000959443	6913064.084105
0.0000957998	6933925.237659
0.0000956557	6954817.845341
0.0000955120	6975741.907470
0.0000953687	6996697.424365
0.0000952259	7017684.396346
0.0000950835	7038702.823732
0.0000949415	7059752.706842
0.0000947999	7080834.045996
0.0000946588	7101946.841516
0.0000945181	7123091.093721
0.0000943778	7144266.802932
0.0000942379	7165473.969471
0.0000940984	7186712.593659
0.0000939593	7207982.675817
0.0000938207	7229284.216268
0.0000936824	7250617.215333
0.0000935446	7271981.673335
0.0000934071	7293377.590597
0.0000932701	7314804.967442
0.0000931335	7336263.804192
0.0000929972	7357754.101172
0.0000928614	7379275.858705
0.0000927259	7400829.077115
0.0000925909	7422413.756726
0.0000924562	7444029.897862
0.0000923219	7465677.500849
0.0000921880	7487356.566010
0.0000920545	7509067.093672
0.0000919214	7530809.084160
0.0000917887	7552582.537799
0.0000916563	7574387.454916
0.0000915244	7596223.835835
0.0000913928	7618091.680885
0.0000912615	7639990.990390
0.0000911307	7661921.764679
0.0000910002	7683884.004077
0.0000908701	7705877.708913
0.0000907404	7727902.879514
0.0000906111	7749959.516207
0.0000904821	7772047.619320
0.0000903534	7794167.189182
0.0000902252	7816318.226121
0.0000900973	7838500.730465
0.0000899697	7860714.702544
0.0000898426	7882960.142685
0.0000897157	7905237.051219
0.0000895893	7927545.428476
0.0000894631	7949885.274783
0.0000893374	7972256.590472
0.0000892120	7994659.375872
0.0000890869	8017093.631314
0.0000889622	8039559.357128
0.0000888379	8062056.553645
0.0000887138	8084585.221195
0.0000885902	8107145.360111
0.0000884668	8129736.970722
0.0000883439	8152360.053360
0.0000882212	8175014.608358
0.0000880989	8197700.636047
0.0000879769	8220418.136758
0.0000878553	8243167.110825
0.0000877340	8265947.558579
0.0000876130	8288759.480354
0.0000874924	8311602.876482
0.0000873721	8334477.747296
0.0000872521	8357384.093129
0.0000871325	8380321.914314
0.0000870132	8403291.211186
0.0000868942	8426291.984078
0.0000867755	8449324.233324
0.0000866572	8472387.959257
0.0000865391	8495483.162212
0.0000864214	8518609.842525
0.0000863040	8541768.000528
0.0000861870	8564957.636557
0.0000860702	8588178.750947
0.0000859538	8611431.344034
0.0000858376	8634715.416151
0.0000857218	8658030.967636
0.0000856063	8681377.998823
0.0000854911	8704756.510049
0.0000853762	8728166.501648
0.0000852616	8751607.973959
0.0000851474	8775080.927316
0.0000850334	8798585.362056
0.0000849197	8822121.278516
0.0000848064	8845688.677032
0.0000846933	8869287.557942
0.0000845806	8892917.921583
0.0000844681	8916579.768292
0.0000843559	8940273.098406
0.0000842441	8963997.912263
0.0000841325	8987754.210201
0.0000840212	9011541.992557
0.0000839102	9035361.259670
0.0000837995	9059212.011878
0.0000836891	9083094.249518
0.0000835790	9107007.972931
0.0000834692	9130953.182453
0.0000833596	9154929.878424
0.0000832504	9178938.061183
0.0000831414	9202977.731070
0.0000830327	9227048.888422
0.0000829243	9251151.533580
0.0000828162	9275285.666883
0.0000827083	9299451.288670
0.0000826008	9323648.399281
0.0000824935	9347876.999057
0.0000823865	9372137.088337
0.0000822798	9396428.667462
0.0000821733	9420751.736771
0.0000820671	9445106.296606
0.0000819612	9469492.347306
0.0000818556	9493909.889213
0.0000817502	9518358.922667
0.0000816451	9542839.448009
0.0000815403	9567351.465580
0.0000814357	9591894.975722
0.0000813314	9616469.978776
0.0000812274	9641076.475084
0.0000811236	9665714.464986
0.0000810201	9690383.948826
0.0000809169	9715084.926943
0.0000808139	9739817.399682
0.0000807112	9764581.367382
0.0000806087	9789376.830388
0.0000805065	9814203.789041
0.0000804046	9839062.243683
0.0000803029	9863952.194658
0.0000802015	9888873.642307
0.0000801003	9913826.586974
0.0000799994	9938811.029002
0.0000798987	9963826.968733
0.0000797983	9988874.406511
0.0000796982	10013953.342679
0.0000795983	10039063.777580
0.0000794986	10064205.711558
0.0000793992	10089379.144956
0.0000793000	10114584.078118
0.0000792011	10139820.511388
0.0000791024	10165088.445110
0.0000790040	10190387.879628
0.0000789058	10215718.815285
0.0000788079	10241081.252427
0.0000787101	10266475.191397
0.0000786127	10291900.632540
0.0000785155	10317357.576200
0.0000784185	10342846.022723
0.0000783217	10368365.972452
0.0000782252	10393917.425733
0.0000781290	10419500.382910
0.0000780329	10445114.844328
0.0000779371	10470760.810334
0.0000778416	10496438.281271
0.0000777462	10522147.257486
0.0000776511	10547887.739323
0.0000775563	10573659.727128
0.0000774616	10599463.221247
0.0000773672	10625298.222025
0.0000772730	10651164.729809
0.0000771791	10677062.744944
0.0000770853	10702992.267775
0.0000769918	10728953.298650
0.0000768986	10754945.837914
0.0000768055	10780969.885913
0.0000767127	10807025.442994
0.0000766201	10833112.509504
0.0000765277	10859231.085788
0.0000764355	10885381.172193
0.0000763436	10911562.769066
0.0000762519	10937775.876753
0.0000761604	10964020.495603
0.0000760691	10990296.625960
0.0000759781	11016604.268173
0.0000758872	11042943.422588
0.0000757966	11069314.089553
0.0000757062	11095716.269415
0.0000756160	11122149.962521
0.0000755260	11148615.169218
0.0000754362	11175111.889854
0.0000753466	11201640.124777
0.0000752573	11228199.874334
0.0000751681	11254791.138873
0.0000750792	11281413.918741
0.0000749905	11308068.214287
0.0000749020	11334754.025858
0.0000748137	11361471.353802
0.0000747256	11388220.198468
0.0000746377	11415000.560203
0.0000745500	11441812.439356
0.0000744625	11468655.836275
0.0000743752	11495530.751308
0.0000742882	11522437.184803
0.0000742013	11549375.137110
0.0000741146	11576344.608577
0.0000740282	11603345.599552
0.0000739419	11630378.110384
0.0000738558	11657442.141421
0.0000737700	11684537.693013
0.0000736843	11711664.765509
0.0000735988	11738823.359257
0.0000735135	11766013.474606
0.0000734285	11793235.111906
0.0000733436	11820488.271505
0.0000732589	11847772.953753
0.0000731744	11875089.158999
0.0000730901	11902436.887591
0.0000730060	11929816.139881
0.0000729221	11957226.916216
0.0000728384	11984669.216947
0.0000727548	12012143.042423
0.0000726715	12039648.392994
0.0000725883	12067185.269008
0.0000725054	12094753.670817
0.0000724226	12122353.598770
0.0000723400	12149985.053215
0.0000722576	12177648.034505
0.0000721754	12205342.542987
0.0000720934	12233068.579013
0.0000720116	12260826.142932
0.0000719299	12288615.235095
0.0000718484	12316435.855851
0.0000717671	12344288.005550
0.0000716860	12372171.684544
0.0000716051	12400086.893182
0.0000715244	12428033.631814
0.0000714438	12456011.900791
0.0000713634	12484021.700463
0.0000712832	12512063.031181
0.0000712032	12540135.893296
0.0000711234	12568240.287157
0.0000710437	12596376.213116
0.0000709642	12624543.671523
0.0000708849	12652742.662729
0.0000708058	12680973.187085
0.0000707268	12709235.244940
0.0000706480	12737528.836647
0.0000705694	12765853.962556
0.0000704910	12794210.623018
0.0000704127	12822598.818384
0.0000703346	12851018.549005
0.0000702567	12879469.815232
0.0000701790	12907952.617416
0.0000701014	12936466.955908
0.0000700240	12965012.831060
0.0000699468	12993590.243222
0.0000698697	13022199.192746
0.0000697928	13050839.679983
0.0000697161	13079511.705284
0.0000696395	13108215.269001
0.0000695631	13136950.371485
0.0000694869	13165717.013088
0.0000694108	13194515.194161
0.0000693349	13223344.915055
0.0000692592	13252206.176122
0.0000691836	13281098.977714
0.0000691082	13310023.320182
0.0000690330	13338979.203878
0.0000689579	13367966.629153
0.0000688830	13396985.596359
0.0000688083	13426036.105848
0.0000687337	13455118.157972
0.0000686592	13484231.753082
0.0000685850	13513376.891531
0.0000685109	13542553.573669
0.0000684369	13571761.799849
0.0000683631	13601001.570424
0.0000682895	13630272.885744
0.0000682160	13659575.746161
0.0000681427	13688910.152029
0.0000680695	13718276.103698
0.0000679965	13747673.601521
0.0000679237	13777102.645849
0.0000678510	13806563.237036
0.0000677784	13836055.375433
0.0000677061	13865579.061392
0.0000676338	13895134.295265
0.0000675617	13924721.077405
0.0000674898	13954339.408164
0.0000674180	13983989.287893
0.0000673464	14013670.716946
0.0000672749	14043383.695675
0.0000672036	14073128.224431
0.0000671325	14102904.303568
0.0000670614	14132711.933437
0.0000669906	14162551.114391
0.0000669198	14192421.846783
0.0000668493	14222324.130964
0.0000667788	14252257.967287
0.0000667086	14282223.356105
0.0000666384	14312220.297770
0.0000665684	14342248.792635
0.0000664986	14372308.841052
0.0000664289	14402400.443373
0.0000663594	14432523.599952
0.0000662900	14462678.311140
0.0000662207	14492864.577291
0.0000661516	14523082.398757
0.0000660826	14553331.775890
0.0000660138	14583612.709043
0.0000659451	14613925.198569
0.0000658765	14644269.244820
0.0000658081	14674644.848149
0.0000657399	14705052.008910
0.0000656718	14735490.727454
0.0000656038	14765961.004134
0.0000655359	14796462.839303
0.0000654682	14826996.233313
0.0000654007	14857561.186518
0.0000653332	14888157.699270
0.0000652660	14918785.771922
0.0000651988	14949445.404827
0.0000651318	14980136.598338
0.0000650649	15010859.352806
0.0000649982	15041613.668586
0.0000649316	15072399.546030
0.0000648651	15103216.985490
0.0000647988	15134065.987320
0.0000647326	15164946.551873
0.0000646665	15195858.679501
0.0000646006	15226802.370557
0.0000645348	15257777.625395
0.0000644691	15288784.444366
0.0000644036	15319822.827824
0.0000643382	15350892.776122
0.0000642729	15381994.289613
0.0000642078	15413127.368649
0.0000641428	15444292.013584
0.0000640779	15475488.224770
0.0000640132	15506716.002560
0.0000639486	15537975.347308
0.0000638841	15569266.259366
0.0000638198	15600588.739087
0.0000637555	15631942.786824
0.0000636914	15663328.402931
0.0000636275	15694745.587759
0.0000635636	15726194.341663
0.0000634999	15757674.664994
0.0000634363	15789186.558106
0.0000633729	15820730.021352
0.0000633095	15852305.055084
0.0000632463	15883911.659657
0.0000631833	15915549.835422
0.0000631203	15947219.582733
0.0000630575	15978920.901942
0.0000629948	16010653.793403
0.0000629322	16042418.257468
0.0000628697	16074214.294492
0.0000628074	16106041.904825
0.0000627452	16137901.088822
0.0000626831	16169791.846835
0.0000626211	16201714.179218
0.0000625593	16233668.086323
0.0000624975	16265653.568504
0.0000624359	16297670.626113
0.0000623744	16329719.259503
0.0000623131	16361799.469027
